,location,total_sqft,bath,price,bhk
7172,Vishveshwarya Layout,2000.0,3.0,90.0,4
7173,Vishwapriya Layout,820.0,2.0,30.0,2
7174,Vishwapriya Layout,770.0,2.0,30.0,2
7175,Vishwapriya Layout,910.0,2.0,36.0,2
7176,Vishwapriya Layout,890.0,2.0,37.0,2
7177,Vittasandra,1404.0,2.0,71.0,2
7178,Vittasandra,1246.0,2.0,67.0,2
7179,Vittasandra,1404.0,2.0,69.3,2
7180,Vittasandra,1246.0,2.0,67.3,2
7181,Vittasandra,1246.0,2.0,64.5,2
7182,Vittasandra,1246.0,2.0,64.5,2
7183,Vittasandra,1246.0,2.0,68.0,2
7185,Vittasandra,1238.0,2.0,67.0,2
7186,Vittasandra,1404.0,2.0,75.0,2
7187,Vittasandra,1246.0,2.0,65.0,2
7188,Vittasandra,1238.0,2.0,67.0,2
7189,Vittasandra,1246.0,2.0,67.4,2
7190,Vittasandra,1259.0,2.0,67.4,2
7191,Vittasandra,1404.0,2.0,68.8,2
7192,Vittasandra,1246.0,2.0,62.3,2
7193,Vittasandra,1246.0,2.0,63.0,2
7194,Vittasandra,1246.0,2.0,67.4,2
7195,Vittasandra,1246.0,2.0,65.4,2
7197,Vittasandra,1238.0,2.0,67.32,2
7198,Vittasandra,1246.0,2.0,67.4,2
7200,Vittasandra,1246.0,2.0,67.3,2
7201,Vittasandra,1404.0,2.0,70.0,2
7202,Vittasandra,1259.0,2.0,67.48,2
7203,Vittasandra,1404.0,2.0,75.0,2
7205,Vittasandra,1246.0,2.0,67.0,2
7208,Vittasandra,1404.0,2.0,72.0,2
7209,Vittasandra,1246.0,2.0,67.5,2
7210,Vittasandra,1246.0,2.0,67.5,2
7211,Vittasandra,1404.0,2.0,70.0,2
7212,Vittasandra,1246.0,2.0,65.0,2
7213,Vittasandra,1246.0,2.0,67.4,2
7217,Whitefield,1610.0,3.0,81.0,3
7218,Whitefield,1459.0,2.0,94.82,2
7223,Whitefield,1280.0,2.0,75.0,2
7225,Whitefield,1910.0,3.0,161.0,3
7226,Whitefield,3252.0,4.0,230.0,4
7227,Whitefield,11890.0,4.0,700.0,4
7230,Whitefield,1150.0,2.0,70.0,2
7231,Whitefield,1768.0,3.0,101.0,3
7233,Whitefield,4144.0,4.0,315.0,4
7234,Whitefield,4104.0,4.0,360.0,4
7235,Whitefield,1790.0,3.0,100.0,3
7236,Whitefield,1720.0,3.0,100.0,3
7238,Whitefield,1640.0,4.0,91.0,3
7241,Whitefield,2280.0,4.0,126.0,3
7245,Whitefield,1897.0,3.0,130.0,3
7246,Whitefield,2225.0,2.0,125.0,3
7247,Whitefield,4348.5,2.6926096474673513,304.0,4
7250,Whitefield,2268.0,3.0,163.0,4
7253,Whitefield,2400.0,4.0,200.0,4
7255,Whitefield,1360.0,2.0,95.0,2
7257,Whitefield,1697.0,3.0,94.79,3
7258,Whitefield,5000.0,4.0,400.0,4
7259,Whitefield,3000.0,5.0,250.0,4
7260,Whitefield,1700.0,3.0,115.0,3
7263,Whitefield,2842.0,3.0,162.0,3
7267,Whitefield,1500.0,3.0,130.0,3
7268,Whitefield,1280.0,2.0,75.0,2
7270,Whitefield,1405.0,2.0,78.0,3
7271,Whitefield,2225.0,3.0,115.0,3
7272,Whitefield,1272.0,2.0,95.05,2
7275,Whitefield,1192.0,2.0,71.0,2
7279,Whitefield,1626.0,3.0,89.0,3
7280,Whitefield,1585.0,3.0,88.0,3
7281,Whitefield,665.0,2.6926096474673513,28.585,1
7283,Whitefield,1280.0,2.0,85.0,2
7284,Whitefield,1200.0,3.0,68.5,3
7285,Whitefield,4000.0,4.0,330.0,4
7286,Whitefield,1697.0,3.0,108.0,3
7288,Whitefield,3606.0,4.0,312.0,4
7289,Whitefield,1485.0,2.0,90.0,2
7290,Whitefield,950.0,1.0,50.0,1
7291,Whitefield,3584.0,4.0,199.0,4
7292,Whitefield,825.0,1.0,45.0,1
7295,Whitefield,1635.0,2.0,85.0,3
7296,Whitefield,1216.0,2.0,79.0,2
7302,Whitefield,920.0,2.0,63.0,2
7304,Whitefield,1170.0,2.0,71.0,2
7305,Whitefield,1118.0,2.0,75.0,2
7306,Whitefield,1800.0,3.0,110.0,3
7307,Whitefield,1562.0,3.0,103.0,3
7310,Whitefield,2321.0,4.0,128.0,3
7311,Whitefield,1320.0,2.0,95.0,2
7314,Whitefield,3010.0,3.0,200.0,3
7315,Whitefield,1346.0,2.0,96.17,2
7320,Whitefield,2500.0,4.0,155.0,4
7321,Whitefield,905.0,1.0,55.0,1
7323,Whitefield,2268.0,3.0,146.0,4
7326,Whitefield,630.5,1.0,32.79,1
7327,Whitefield,3537.0,5.0,210.0,4
7329,Whitefield,1697.0,3.0,115.0,3
7333,Whitefield,3250.0,5.0,290.0,5
7337,Whitefield,1269.0,2.0,75.0,2
7338,Whitefield,3227.0,5.0,250.0,5
7339,Whitefield,1545.0,3.0,79.0,3
7342,Whitefield,3262.0,4.0,260.0,4
7344,Whitefield,1132.0,2.0,79.28,2
7347,Whitefield,2830.0,5.0,160.0,4
7349,Whitefield,1195.0,2.0,70.0,2
7350,Whitefield,3480.0,4.0,284.0,3
7353,Whitefield,709.0,1.0,34.385,1
7355,Whitefield,1320.0,2.0,79.5,2
7356,Whitefield,750.0,2.0,52.7,2
7357,Whitefield,1200.0,3.0,61.96,3
7362,Whitefield,2094.0,2.6926096474673513,113.19,3
7364,Whitefield,3445.0,5.0,270.0,4
7365,Whitefield,1700.0,3.0,140.0,3
7366,Whitefield,4827.0,4.0,400.0,4
7367,Whitefield,1405.0,2.0,84.5,2
7369,Whitefield,3252.0,4.0,280.0,4
7371,Whitefield,1150.0,2.0,90.0,2
7372,Whitefield,2400.0,4.0,147.0,4
7374,Whitefield,624.0,1.0,35.0,1
7377,Whitefield,1700.0,3.0,95.0,3
7378,Whitefield,4960.0,4.0,400.0,4
7379,Whitefield,2928.0,4.0,198.0,4
7382,Whitefield,1216.0,2.0,84.0,2
7383,Whitefield,2882.0,5.0,204.0,4
7384,Whitefield,1840.0,3.0,140.0,3
7385,Whitefield,1778.0,3.0,122.0,3
7387,Whitefield,650.0,1.0,25.0,1
7388,Whitefield,2155.0,3.0,125.0,4
7389,Whitefield,905.0,1.0,52.0,1
7394,Whitefield,1216.0,2.0,75.0,2
7396,Whitefield,1255.0,2.0,77.0,2
7397,Whitefield,1216.0,2.0,73.0,2
7398,Whitefield,709.0,1.0,34.735,1
7402,Whitefield,1745.0,3.0,100.0,3
7403,Whitefield,3200.0,4.0,224.0,4
7405,Whitefield,825.0,1.0,44.9,1
7409,Whitefield,1870.0,3.0,138.0,3
7412,Whitefield,1862.0,3.0,125.0,3
7413,Whitefield,1655.0,3.0,113.0,3
7414,Whitefield,530.0,1.0,29.44,1
7416,Whitefield,905.0,1.0,50.0,1
7417,Whitefield,1600.0,3.0,82.0,3
7418,Whitefield,1230.0,4.0,80.0,4
7420,Whitefield,630.5,1.0,32.15,1
7421,Whitefield,905.0,1.0,52.0,1
7425,Whitefield,1216.0,2.0,83.0,2
7430,Whitefield,4075.0,5.0,226.0,4
7431,Whitefield,1216.0,2.0,75.0,2
7439,Whitefield,2856.0,5.0,158.5,4
7442,Whitefield,750.0,1.0,51.0,1
7445,Whitefield,1173.0,2.0,77.0,2
7446,Whitefield,1200.0,3.0,68.4,3
7450,Whitefield,3425.0,5.0,250.0,4
7455,Whitefield,2173.0,3.0,128.0,3
7457,Whitefield,905.0,1.0,62.0,1
7458,Whitefield,1870.0,3.0,138.0,3
7459,Whitefield,1320.0,2.0,99.26,2
7460,Whitefield,2901.0,4.0,190.0,3
7461,Whitefield,1485.0,2.0,96.51,2
7462,Whitefield,1755.0,3.0,101.0,3
7464,Whitefield,2225.0,3.0,149.0,3
7465,Whitefield,1250.0,2.0,82.0,2
7467,Whitefield,605.0,1.0,40.0,1
7470,Whitefield,2210.0,3.0,156.0,3
7471,Whitefield,1173.0,2.0,78.2,2
7472,Whitefield,1740.0,4.0,130.0,3
7473,Whitefield,1216.0,2.0,75.0,2
7475,Whitefield,1655.0,3.0,120.0,3
7478,Whitefield,1180.0,2.0,70.0,2
7480,Whitefield,2023.0,4.0,130.0,3
7481,Whitefield,2134.0,4.0,118.0,3
7484,Whitefield,905.0,1.0,60.0,1
7490,Whitefield,1452.0,3.0,90.0,3
7491,Whitefield,2850.0,5.0,240.0,4
7494,Whitefield,2830.0,5.0,190.0,4
7495,Whitefield,1295.0,2.0,78.5,2
7496,Whitefield,840.0,1.0,57.6,1
7497,Whitefield,640.0,1.0,19.83,1
7498,Whitefield,1991.0,3.0,104.0,3
7502,Whitefield,1655.0,3.0,97.0,3
7503,Whitefield,1850.0,3.0,150.0,3
7504,Whitefield,1200.0,3.0,67.77,3
7505,Whitefield,1290.0,2.0,90.0,2
7508,Whitefield,1216.0,2.0,75.0,2
7509,Whitefield,1356.0,2.0,94.84,2
7510,Whitefield,1338.0,2.0,103.0,2
7513,Whitefield,3450.0,4.0,208.0,3
7517,Whitefield,1267.0,2.0,90.33,2
7518,Whitefield,2400.0,4.0,143.0,4
7519,Whitefield,1836.0,3.0,125.0,3
7521,Whitefield,3596.0,3.0,200.0,3
7522,Whitefield,1275.0,2.0,65.0,3
7525,Whitefield,1216.0,2.0,82.0,2
7526,Whitefield,1495.0,3.0,88.0,2
7527,Whitefield,1564.0,3.0,103.0,3
7528,Whitefield,1585.0,3.0,84.0,3
7531,Whitefield,1558.0,3.0,90.0,3
7532,Whitefield,1216.0,2.0,75.0,2
7534,Whitefield,1704.0,3.0,120.0,3
7536,Whitefield,1256.0,2.0,73.0,2
7539,Whitefield,1300.0,2.0,78.0,2
7540,Whitefield,1570.0,3.0,88.0,3
7541,Whitefield,1216.0,2.0,84.03,2
7543,Whitefield,1216.0,2.0,72.5,2
7545,Whitefield,2025.0,4.0,115.0,3
7546,Whitefield,1346.0,2.0,100.0,3
7550,Whitefield,2990.0,3.0,198.0,4
7553,Whitefield,1720.0,3.0,98.97,3
7554,Whitefield,1600.0,3.0,95.0,3
7555,Whitefield,1655.0,3.0,108.0,3
7556,Whitefield,1740.0,3.0,95.0,3
7558,Whitefield,1350.0,2.0,88.0,2
7560,Whitefield,1216.0,2.0,80.0,2
7561,Whitefield,2900.0,4.0,225.0,4
7562,Whitefield,1340.0,2.0,101.0,2
7564,Whitefield,1500.0,3.0,78.57,3
7565,Whitefield,1626.0,3.0,85.0,3
7567,Whitefield,1100.0,2.0,65.0,2
7569,Whitefield,1270.0,2.0,65.0,3
7570,Whitefield,3117.0,3.0,261.0,3
7571,Whitefield,1216.0,2.0,73.0,2
7573,Whitefield,3150.0,3.0,290.0,3
7575,Whitefield,2956.0,5.0,234.0,4
7579,Whitefield,2247.0,3.0,145.0,3
7580,Whitefield,3940.0,5.0,265.0,4
7582,Whitefield,1160.0,2.0,67.0,2
7584,Whitefield,1180.0,2.0,77.0,2
7585,Whitefield,2140.0,3.0,139.0,3
7586,Whitefield,1314.0,2.0,84.0,2
7593,Whitefield,1431.0,3.0,85.0,3
7594,Whitefield,524.0,1.0,29.0,1
7595,Whitefield,2830.0,4.0,161.0,4
7596,Whitefield,2135.0,3.0,149.0,4
7598,Whitefield,3075.0,2.0,188.0,4
7599,Whitefield,1760.0,3.0,160.0,3
7600,Whitefield,1655.0,3.0,110.0,3
7601,Whitefield,840.0,1.0,57.0,1
7602,Whitefield,1725.0,3.0,106.0,3
7605,Whitefield,516.0,1.0,39.0,1
7607,Whitefield,6000.0,4.0,410.0,4
7608,Whitefield,1639.0,3.0,107.0,3
7609,Whitefield,1820.0,3.0,113.0,3
7611,Whitefield,3565.0,4.0,218.0,4
7612,Whitefield,3410.0,5.0,253.0,4
7615,Whitefield,4500.0,4.0,330.0,4
7616,Whitefield,1250.0,2.0,85.0,2
7618,Whitefield,1277.0,2.0,77.0,2
7619,Whitefield,1820.0,3.0,140.0,3
7620,Whitefield,3453.0,4.0,247.0,4
7626,Whitefield,2280.0,4.0,125.0,3
7627,Whitefield,2882.0,5.0,200.0,4
7629,Whitefield,1639.5,3.0,92.63,3
7632,Whitefield,1190.0,2.0,70.0,2
7634,Whitefield,1270.0,2.0,94.0,2
7635,Whitefield,1220.0,2.0,89.0,2
7638,Whitefield,3758.0,3.0,300.0,3
7643,Whitefield,1216.0,2.0,72.0,2
7645,Whitefield,5400.0,5.0,475.0,4
7646,Whitefield,1396.0,3.0,74.0,3
7655,Whitefield,1615.0,3.0,96.9,3
7661,Whitefield,1200.0,2.0,70.0,2
7664,Whitefield,1216.0,2.0,75.0,2
7666,Whitefield,2321.0,4.0,157.0,3
7667,Whitefield,1224.0,2.0,75.0,2
7668,Whitefield,1655.0,3.0,113.0,3
7670,Whitefield,4144.0,5.0,331.0,5
7673,Whitefield,1200.0,3.0,67.75,3
7674,Whitefield,2444.0,4.0,145.0,4
7675,Whitefield,1270.0,2.0,110.0,2
7676,Whitefield,1660.0,3.0,110.0,3
7677,Whitefield,1270.0,2.0,105.0,2
7679,Whitefield,1173.0,2.0,78.2,2
7680,Whitefield,1362.0,2.0,85.0,2
7682,Whitefield,1457.0,2.0,105.0,3
7683,Whitefield,1720.0,3.0,128.0,3
7687,Whitefield,1564.0,3.0,103.0,3
7691,Whitefield,1639.0,3.0,107.0,3
7692,Whitefield,1760.0,3.0,139.0,3
7693,Whitefield,613.0,1.0,48.0,1
7694,Whitefield,1730.0,3.0,125.0,3
7696,Whitefield,877.0,1.0,59.0,1
7699,"Whitefield,",1300.0,2.0,58.0,2
7701,Yelachenahalli,1464.0,2.0,105.0,3
7702,Yelachenahalli,2400.0,1.0,150.0,2
7703,Yelachenahalli,1700.0,3.0,130.0,3
7704,Yelachenahalli,1080.0,2.0,55.0,2
7705,Yelachenahalli,1400.0,2.0,78.0,2
7706,Yelachenahalli,1330.0,3.0,73.5,3
7707,Yelachenahalli,800.0,1.0,30.0,2
7708,Yelachenahalli,1100.0,2.0,60.0,2
7709,Yelachenahalli,1365.0,2.0,72.0,3
7710,Yelachenahalli,1103.0,2.0,55.0,2
7711,Yelachenahalli,1000.0,2.0,50.0,2
7713,Yelahanka,1326.0,2.0,78.0,2
7720,Yelahanka,1705.0,3.0,95.0,3
7721,Yelahanka,1234.0,2.0,80.0,2
7722,Yelahanka,1315.0,2.0,85.0,2
7723,Yelahanka,1170.0,2.0,62.5,2
7725,Yelahanka,697.0,1.0,45.0,1
7728,Yelahanka,2195.0,4.0,127.0,3
7730,Yelahanka,1614.0,3.0,95.0,3
7732,Yelahanka,628.0,1.0,24.0,1
7735,Yelahanka,654.0,1.0,38.4,1
7743,Yelahanka,1825.0,3.0,105.0,3
7744,Yelahanka,1603.0,3.0,96.0,3
7745,Yelahanka,1304.0,2.0,79.0,2
7751,Yelahanka,1517.0,3.0,76.3,3
7755,Yelahanka,1327.0,2.0,85.0,2
7758,Yelahanka,1566.0,3.0,97.0,3
7760,Yelahanka,1270.0,2.0,78.0,2
7761,Yelahanka,1400.0,2.0,80.54,3
7763,Yelahanka,1322.0,2.0,86.0,2
7764,Yelahanka,1100.0,2.0,70.0,2
7765,Yelahanka,1200.0,2.0,70.0,2
7767,Yelahanka,4000.0,5.0,220.0,5
7768,Yelahanka,2675.0,4.0,140.0,4
7770,Yelahanka,654.0,1.0,37.0,1
7771,Yelahanka,1465.0,3.0,80.01,3
7775,Yelahanka,1692.0,3.0,83.0,3
7780,Yelahanka,2145.0,3.0,125.0,3
7782,Yelahanka,1322.0,2.0,75.0,2
7785,Yelahanka,602.0,1.0,26.0,1
7786,Yelahanka,1100.0,2.0,60.0,2
7787,Yelahanka,1614.0,2.0,100.0,3
7788,Yelahanka,1890.0,3.0,108.0,3
7789,Yelahanka,1556.0,3.0,86.0,3
7790,Yelahanka,1610.0,4.0,85.0,3
7796,Yelahanka,1859.0,3.0,108.0,3
7798,Yelahanka,1322.0,2.0,80.0,2
7801,Yelahanka,2600.0,4.0,175.0,4
7802,Yelahanka,1305.0,2.0,78.0,2
7804,Yelahanka,1711.0,3.0,85.61,3
7805,Yelahanka,1315.0,2.0,75.0,2
7806,Yelahanka,3600.0,6.0,200.0,6
7808,Yelahanka,1614.0,3.0,95.0,3
7809,Yelahanka,1650.0,3.0,105.0,3
7814,Yelahanka,3990.0,4.0,260.0,4
7815,Yelahanka,1620.0,3.0,90.0,3
7816,Yelahanka,654.0,1.0,36.25,1
7817,Yelahanka,1614.0,3.0,93.0,3
7818,Yelahanka,694.0,1.0,30.84,1
7819,Yelahanka,1115.0,2.0,60.0,2
7820,Yelahanka,2317.0,4.0,140.0,3
7821,Yelahanka,1653.0,3.0,93.0,3
7822,Yelahanka,654.0,1.0,38.0,1
7824,Yelahanka,1445.0,2.0,82.0,2
7826,Yelahanka,602.0,1.0,38.0,1
7827,Yelahanka,697.0,1.0,35.0,1
7829,Yelahanka,682.0,1.0,36.23,1
7831,Yelahanka,1560.0,2.0,98.0,3
7832,Yelahanka,1780.0,3.0,107.0,3
7833,Yelahanka,1342.0,2.0,75.0,3
7834,Yelahanka,1823.0,3.0,103.0,3
7835,Yelahanka,1792.0,3.0,104.0,3
7836,Yelahanka,1304.0,2.0,69.97,2
7839,Yelahanka,1300.0,2.0,69.23,2
7840,Yelahanka,1705.0,3.0,91.0,3
7842,Yelahanka,1835.0,3.0,108.0,3
7843,Yelahanka,1847.0,3.0,92.0,3
7845,Yelahanka,1890.0,3.0,109.0,3
7846,Yelahanka,700.0,1.0,38.0,1
7847,Yelahanka,1491.0,3.0,85.0,3
7848,Yelahanka,2088.0,5.0,110.0,4
7853,Yelahanka,1600.0,3.0,100.0,3
7857,Yelahanka,1705.0,3.0,85.0,3
7858,Yelahanka,1350.0,2.0,85.0,3
7859,Yelahanka,1633.0,3.0,110.0,3
7860,Yelahanka,827.5,1.0,42.535,1
7862,Yelahanka,1355.0,2.0,75.0,3
7865,Yelahanka,1104.0,2.0,58.0,2
7867,Yelahanka,1175.0,2.0,67.77,2
7868,Yelahanka,1322.0,2.0,77.9,2
7869,Yelahanka,602.0,1.0,33.0,1
7870,Yelahanka,1315.0,2.0,77.0,2
7873,Yelahanka,567.0,1.0,25.0,1
7875,Yelahanka,602.0,2.0,30.0,1
7877,Yelahanka,1234.0,2.0,80.0,2
7880,Yelahanka,1267.0,3.0,78.0,2
7881,Yelahanka,1360.0,2.0,78.19,2
7883,Yelahanka New Town,650.0,1.0,33.0,1
7884,Yelahanka New Town,500.0,1.0,20.0,1
7885,Yelahanka New Town,440.0,1.0,16.5,1
7886,Yelahanka New Town,1610.0,3.0,92.0,3
7887,Yelahanka New Town,1700.0,3.0,90.0,3
7888,Yelahanka New Town,650.0,1.0,20.0,1
7889,Yelahanka New Town,350.0,1.0,13.5,1
7891,Yelahanka New Town,1385.0,2.0,65.0,2
7892,Yelahanka New Town,500.0,2.0,24.0,1
7893,Yelahanka New Town,650.0,1.0,17.0,1
7894,Yelahanka New Town,450.0,1.0,16.0,1
7896,Yelahanka New Town,960.0,2.0,50.0,2
7898,Yelahanka New Town,1209.0,2.0,65.0,3
7899,Yelahanka New Town,1400.0,2.0,80.0,3
7900,Yelahanka New Town,450.0,1.0,15.0,1
7901,Yelahanka New Town,500.0,1.0,18.0,1
7902,Yelahanka New Town,1420.0,2.0,75.0,3
7904,Yelahanka New Town,2200.0,2.0,180.0,2
7905,Yelahanka New Town,488.0,1.0,20.0,1
7906,Yelahanka New Town,1100.0,2.0,58.0,2
7909,Yelahanka New Town,1000.0,2.0,44.0,2
7910,Yelahanka New Town,650.0,1.0,18.0,1
7912,Yelahanka New Town,1740.0,3.0,150.0,3
7913,Yelahanka New Town,1290.0,2.0,70.0,2
7915,Yelenahalli,1240.0,2.0,47.12,2
7916,Yelenahalli,1200.0,2.0,46.17,2
7918,Yelenahalli,1260.0,2.0,47.88,2
7920,Yelenahalli,1175.0,2.0,50.0,2
7921,Yelenahalli,1650.0,3.0,68.0,3
7922,Yelenahalli,1200.0,2.0,45.6,2
7923,Yelenahalli,1200.0,2.0,46.17,2
7924,Yelenahalli,1160.0,2.0,44.08,2
7926,Yeshwanthpur,1693.0,3.0,108.0,3
7927,Yeshwanthpur,667.0,1.0,36.85,1
7928,Yeshwanthpur,1950.0,4.0,130.0,4
7930,Yeshwanthpur,665.0,1.0,36.85,1
7934,Yeshwanthpur,671.0,1.0,36.85,1
7935,Yeshwanthpur,1277.5,2.0,95.815,2
7936,Yeshwanthpur,668.0,1.0,36.85,1
7937,Yeshwanthpur,1185.0,2.0,75.84,2
7938,Yeshwanthpur,1195.0,2.0,100.0,2
7939,Yeshwanthpur,1313.0,3.0,96.0,3
7940,Yeshwanthpur,1400.0,2.0,100.0,2
7943,Yeshwanthpur,673.0,1.0,36.85,1
7944,Yeshwanthpur,717.0,2.0,49.475,2
7947,Yeshwanthpur,605.0,1.0,41.745,1
7949,Yeshwanthpur,669.0,1.0,36.85,1
7951,Yeshwanthpur,3027.0,4.0,260.0,3
7954,Yeshwanthpur,670.0,1.0,36.85,1
7957,Yeshwanthpur,1240.0,2.0,80.0,2
7958,Yeshwanthpur,1713.0,3.0,110.0,3
7959,Yeshwanthpur,1144.0,2.0,67.0,2
7960,Yeshwanthpur,1541.0,2.0,130.0,2
7962,Yeshwanthpur,1362.0,2.0,100.0,2
7963,Yeshwanthpur,666.0,1.0,36.8,1
7964,Yeshwanthpur,1855.0,3.0,140.0,3
7966,Yeshwanthpur,1165.0,2.0,85.0,2
7969,Yeshwanthpur,1825.0,3.0,145.0,3
7971,Yeshwanthpur,994.0,2.0,54.67,1
7972,Yeshwanthpur,650.0,1.0,40.0,1
7973,Yeshwanthpur,1855.0,3.0,140.0,3
7974,Yeshwanthpur,1500.0,3.0,100.0,3
7979,Yeshwanthpur,674.0,1.0,36.85,1
7981,Yeshwanthpur,672.0,1.0,36.85,1
7984,Yeshwanthpur,1195.0,2.0,100.0,2
7985,Yeshwanthpur,1692.0,3.0,108.0,3
7987,Yeshwanthpur,2500.0,5.0,185.0,6
7992,Yeshwanthpur,1855.0,3.0,135.0,3
7993,Yeshwanthpur,1876.0,3.0,160.0,3
7995,other,2770.0,4.0,290.0,3
7998,other,600.0,1.0,38.0,1
8001,other,1500.0,2.0,185.0,2
8002,other,840.0,2.0,45.0,2
8003,other,4395.0,3.0,240.0,3
8004,other,845.0,2.0,55.0,2
8005,other,2511.0,3.0,205.0,3
8006,other,1660.0,2.0,105.0,3
8007,other,1200.0,2.0,65.0,2
8008,other,1200.0,3.0,90.0,3
8012,other,782.0,2.0,55.68,2
8013,other,1800.0,3.0,120.0,3
8014,other,1413.0,2.0,75.0,3
8015,other,945.0,2.0,54.0,2
8016,other,1870.0,3.0,110.0,3
8017,other,1260.0,2.0,85.05,3
8020,other,2795.0,4.0,235.0,3
8022,other,1904.0,3.0,150.0,3
8023,other,2000.0,3.0,175.0,3
8026,other,1500.0,3.0,100.0,3
8028,other,1783.0,3.0,115.0,3
8029,other,912.0,2.0,70.0,3
8031,other,1580.0,3.0,100.0,3
8032,other,1415.0,3.0,78.0,3
8034,other,2405.0,4.0,260.0,3
8035,other,1500.0,2.0,115.0,2
8040,other,1060.0,2.0,60.0,2
8041,other,2600.0,8.0,180.0,8
8043,other,1285.0,2.0,72.5,2
8044,other,4050.0,3.0,280.0,3
8047,other,1280.0,2.0,69.0,2
8048,other,3045.0,3.0,170.0,3
8051,other,900.0,2.0,110.0,2
8056,other,1560.0,3.0,115.0,3
8059,other,1200.0,4.0,165.0,4
8061,other,1645.0,3.0,95.0,3
8062,other,1200.0,2.0,79.0,2
8065,other,1350.0,2.0,140.0,3
8066,other,1800.0,3.0,150.0,3
8068,other,1762.0,3.0,125.0,3
8070,other,1200.0,3.0,90.0,3
8071,other,2023.71,3.0,275.0,3
8076,other,2150.0,4.0,240.0,3
8079,other,3309.0,4.0,325.0,4
8080,other,5000.0,9.0,360.0,11
8082,other,1150.0,2.0,126.0,2
8085,other,1200.0,2.0,74.0,2
8088,other,1753.0,3.0,120.0,3
8090,other,720.0,2.0,45.0,2
8093,other,1200.0,3.0,165.0,4
8094,other,700.0,1.0,41.0,1
8096,other,1353.0,2.0,110.0,2
8097,other,1200.0,2.0,85.0,1
8100,other,1325.0,2.0,90.0,3
8103,other,1056.0,2.0,80.0,2
8106,other,1544.0,3.0,120.0,3
8107,other,1200.0,2.0,65.0,2
8108,other,540.0,1.0,36.0,1
8109,other,1578.0,3.0,180.0,3
8111,other,1600.0,2.0,115.0,2
8112,other,416.0,1.0,18.5,1
8115,other,834.0,1.0,60.0,1
8116,other,1125.0,4.0,70.0,3
8117,other,3000.0,5.0,260.0,4
8118,other,2160.0,5.0,250.0,6
8120,other,469.0,1.0,25.0,1
8125,other,1630.0,2.0,200.0,2
8127,other,1200.0,2.0,70.0,3
8128,other,1350.0,3.0,77.0,3
8129,other,4046.0,4.0,445.0,4
8130,other,1180.0,2.0,78.34,3
8131,other,1355.0,2.0,115.0,2
8132,other,600.0,1.0,50.0,1
8133,other,1875.0,3.0,165.0,3
8134,other,600.0,2.0,55.0,2
8137,other,1750.0,3.0,120.0,3
8140,other,1092.0,2.0,98.5,3
8143,other,1855.0,3.0,225.0,3
8147,other,425.0,1.0,20.03,1
8149,other,600.0,1.0,60.0,1
8150,other,1468.0,2.0,140.0,2
8151,other,4300.0,5.0,550.0,4
8153,other,775.0,2.0,55.0,2
8156,other,1352.0,3.0,135.0,3
8158,other,1200.0,3.0,95.0,4
8159,other,1976.0,3.0,184.0,3
8160,other,5500.0,4.0,600.0,4
8161,other,1200.0,3.0,95.0,3
8164,other,1180.0,2.0,69.0,2
8165,other,686.0,1.0,17.0,1
8167,other,1500.0,4.0,180.0,4
8169,other,1282.0,2.0,87.0,2
8171,other,1500.0,2.0,95.0,3
8172,other,1300.0,1.0,115.0,2
8173,other,530.0,1.0,20.0,1
8174,other,1350.0,2.0,80.0,2
8176,other,2400.0,6.0,125.0,8
8178,other,1141.0,2.0,62.0,2
8181,other,950.0,1.0,40.0,1
8188,other,1480.0,3.0,90.0,3
8189,other,1600.0,3.0,90.0,3
8190,other,1200.0,4.0,135.0,4
8192,other,1500.0,3.0,115.0,3
8193,other,1824.0,3.0,125.0,3
8194,other,750.0,1.0,56.25,1
8201,other,6000.0,5.0,400.0,4
8202,other,2400.0,3.0,170.0,3
8204,other,1500.0,2.0,98.0,3
8205,other,3095.0,3.0,350.0,3
8207,other,1200.0,1.0,28.0,1
8208,other,1500.0,3.0,100.0,3
8210,other,1560.0,5.0,145.0,5
8212,other,1560.0,3.0,188.0,3
8215,other,485.0,1.0,15.0,1
8221,other,1200.0,3.0,130.0,3
8222,other,1050.0,2.0,67.0,2
8223,other,1596.0,3.0,105.0,3
8227,other,1200.0,3.0,85.0,3
8229,other,1515.0,3.0,88.0,3
8232,other,1380.0,2.0,80.0,2
8235,other,4346.0,5.0,500.0,4
8237,other,2200.0,3.0,187.0,3
8238,other,3600.0,4.0,300.0,4
8239,other,3500.0,3.0,450.0,4
8240,other,1093.0,2.0,65.0,2
8242,other,1535.0,3.0,95.0,3
8244,other,1100.0,2.0,62.7,2
8247,other,2197.0,4.0,280.0,3
8249,other,1100.0,2.0,60.0,2
8250,other,1600.0,3.0,172.0,4
8251,other,1450.0,2.0,85.0,3
8252,other,2000.0,3.0,166.0,4
8256,other,1756.0,3.0,100.0,3
8257,other,1532.0,3.0,92.0,3
8258,other,1650.0,3.0,110.0,3
8259,other,1200.0,2.0,66.0,2
8261,other,1525.0,2.0,122.0,3
8265,other,2400.0,3.0,200.0,4
8266,other,1000.0,2.0,130.0,2
8268,other,3040.0,1.0,180.0,2
8270,other,1390.0,3.0,120.0,3
8272,other,1135.0,2.0,68.0,2
8273,other,900.0,2.0,55.0,2
8277,other,2500.0,3.0,250.0,3
8281,other,1269.72,2.0,68.0,2
